Survey ID,User ID,Start time,Submission time,Time to complete,Cooking oil used,Diet,Food amount,Reason for unusual food amount,Proxy,Proxy Issues,Meal ID,Meal name,Meal time,Food source,Food ID,Search term,Intake24 food code,Description (en),Description (local),Nutrient table name,Nutrient table code,Food group code,Food group (en),Food group (local),Ready meal,Brand,As served weight factor,Serving size (g/ml),Serving image,Leftovers (g/ml),Leftovers image,Portion size (g/ml),Reasonable amount,Missing food description,Missing food portion size,Missing food leftovers,Sub group code,Water,Total nitrogen,Nitrogen conversion factor,Protein,Fat,Carbohydrate,Energy (kcal),Energy (kJ),Alcohol,Englyst fibre,Starch,Total sugars,AOAC,Non-milk extrinsic sugars,Intrinsic and milk sugars,Glucose,Fructose,Maltose,Lactose,Sucrose,Other sugars (UK),FS Table sugar,FS Other Added Sugar,FS Honey,FS Fruit Juice,FS Dried Fruit,FS Fruit Puree,FS Stewed Fruit,FS Vegetable Puree,Satd FA,Cis-Mon FA,Cis-n3 FA,Cis-n6 FA,Trans FA,Cholesterol,Retinol,Total carotene,Alpha-carotene,Beta-carotene,Beta cryptoxanthin,Vitamin A,Vitamin D,Thiamin,Riboflavin,Niacin,Tryptophan/60,Niacin equivalent,Vitamin C,Vitamin E,Vitamin B6,Vitamin B12,Folate,Pantothenic acid,Biotin,Sodium,Potassium,Calcium,Magnesium,Phosphorus,Iron,Haem iron,Non-haem iron,Copper,Zinc,Chloride,Iodine,Manganese,Selenium,Total FS,Fruit,Dried fruit,Fruit juice,Smoothie fruit,Tomatoes,Tomato puree,Brassicaceae,Yellow Red Green,Beans,Nuts,Other Vegetables,Beef,Lamb,Pork,Processed Red Meat,Other Red Meat,Burgers,Sausages,Offal,Poultry,Processed Poultry,Game Birds,White Fish,Oily Fish,Canned Tuna,Shellfish,Cottage Cheese,Cheddar Cheese,Other Cheese
095e6256-98dc-431f-90f7-2fc92b7bba72,LnjePQTVG,2020-04-28T14:52:24.945Z,2020-04-28T15:03:43.387Z,11 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,4,Afternoon snack or drink,16:00,Supermarket,2,tea,DCTE,Decaf tea,Decaf tea,NDNS_Yr12,8317,91,Tea (excluding added sugar),N/A,FALSE,N/A,N/A,354.88,N/A,0,N/A,354.88,TRUE,N/A,N/A,N/A,51B,353.81,0,22.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,3.55,0,0,0,63.88,0,3.55,3.55,0,0,0,0.04,0,3.55,3.55,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
095e6256-98dc-431f-90f7-2fc92b7bba72,LnjePQTVG,2020-04-28T14:52:24.945Z,2020-04-28T15:03:43.387Z,11 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,5,Evening meal,18:00,Supermarket,1,stir fry,CKCM,"Chicken chow mein, stir fry (with noodles)","Chicken chow mein, stir fry (with noodles)",NDNS_Yr12,1367,105,Noodles and noodle dishes,N/A,FALSE,N/A,N/A,169.8,https://api.intake24.org/images/as_served/NDNS_stirfry_noodles/2fbd2ed7-d462-4d75-8860-1d1ac5b63ba7.jpg,0,N/A,169.8,TRUE,N/A,N/A,N/A,27B,117.16,2.38,10.61,14.43,12.23,21.56,249.61,1042.57,0,1.87,11.21,10.36,3.06,0,10.36,0,0.51,0,0,0,9.85,5.94,0,0,0,0,0,0,0,1.99,6.52,0.88,2.19,0,22.07,0,186.78,20.38,176.59,0,30.56,0.17,0.08,0.14,3.06,2.21,5.26,6.45,1.7,0.17,0.51,6.79,0.85,3.4,791.27,152.82,78.11,18.68,108.67,1.7,0.17,1.7,0.08,0.68,1018.8,8.49,0.25,16.98,6.11,0,0,0,0,0,0,0,8.86,0,0,54.47,0,0,0,0,0,0,0,0,45.49,0,0,0,0,0,0,0,0,0
095e6256-98dc-431f-90f7-2fc92b7bba72,LnjePQTVG,2020-04-28T14:52:24.945Z,2020-04-28T15:03:43.387Z,11 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,5,Evening meal,18:00,Supermarket,2,watermelon ,WATR,"Melon, watermelon","Melon, watermelon",NDNS_Yr12,2085,73,Fresh fruit,N/A,FALSE,N/A,N/A,198.1,https://api.intake24.org/images/as_served/melon/Mel5.jpg,0,N/A,198.1,TRUE,N/A,N/A,N/A,40R,182.85,0.2,12.38,0.99,0.59,14.07,61.41,263.47,0,0.2,0,14.07,0.2,0,14.07,2.58,4.56,0,0,6.74,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.1,0,0,0,229.8,0,229.8,0,37.64,0,0.1,0.02,0.2,0,0.2,15.85,0.2,0.2,0,3.96,0.4,1.98,3.96,198.1,13.87,15.85,17.83,0.59,0,0.59,0.06,0.4,33.68,0,0,0,0,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
095e6256-98dc-431f-90f7-2fc92b7bba72,LnjePQTVG,2020-04-28T14:52:24.945Z,2020-04-28T15:03:43.387Z,11 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,5,Evening meal,18:00,Supermarket,3,french beans,FRBB,Green beans/French beans,Green beans/French beans,NDNS_Yr12,1671,70,"Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",N/A,FALSE,N/A,N/A,50.42,https://api.intake24.org/images/as_served/runner_beans/Runbn4.jpg,0,N/A,50.42,TRUE,N/A,N/A,N/A,37B,45.18,0.15,3.15,1.06,0.15,2.02,13.11,54.45,0,1.26,0.45,1.51,2.07,0,1.51,0.66,0.61,0,0,0.25,0,0,0,0,0,0,0,0,0,0.03,0.01,0.05,0.04,0,0,0,72.1,14.12,65.04,0,12.1,0,0.04,0.04,0.35,0.2,0.55,3.03,0.15,0,0,29.24,0.05,0.5,0,153.28,30.76,14.12,22.18,0.55,0,0.55,0.04,0.2,27.23,1.01,0.19,0.5,0,0,0,0,0,0,0,0,0,0,0,50.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
095e6256-98dc-431f-90f7-2fc92b7bba72,LnjePQTVG,2020-04-28T14:52:24.945Z,2020-04-28T15:03:43.387Z,11 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,5,Evening meal,18:00,Supermarket,4,red wine,RDWN,Red wine,Red wine,NDNS_Yr12,8352,94,Alcohol,N/A,FALSE,N/A,N/A,312.68,N/A,0,N/A,312.68,TRUE,N/A,N/A,N/A,48A,277.03,0,19.54,0.31,0,0.63,237.64,988.06,33.46,0,0,0.63,0,0.63,0,0.31,0.31,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.31,0,0.31,0,0,0,0,3.13,0,6.25,21.89,343.95,21.89,34.39,40.65,2.81,0,2.81,0.19,0.31,34.39,25.01,0.31,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
095e6256-98dc-431f-90f7-2fc92b7bba72,LnjePQTVG,2020-04-28T14:52:24.945Z,2020-04-28T15:03:43.387Z,11 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,5,Evening meal,18:00,Supermarket,5,water,TWTR,"Water (from tap, including filtered)","Water (from tap, including filtered)",NDNS_Yr12,5000,90,Water,N/A,FALSE,N/A,N/A,488.5,N/A,0,N/A,488.5,TRUE,N/A,N/A,N/A,51R,488.5,0,30.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
095e6256-98dc-431f-90f7-2fc92b7bba72,LnjePQTVG,2020-04-28T14:52:24.945Z,2020-04-28T15:03:43.387Z,11 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,6,Late snack or drink,19:00,Supermarket,1,pear,EPER,"Pear, skin eaten","Pear, skin eaten",NDNS_Yr12,2240,73,Fresh fruit,N/A,FALSE,N/A,N/A,150,N/A,0,N/A,150,TRUE,N/A,N/A,N/A,40A,127.8,0.15,9.38,0.45,0.15,16.35,64.5,273,0,2.4,0,16.35,4.05,0,16.35,4.65,9.9,0,0,1.8,0,0,0,0,0,0,0,0,0,0.03,0.02,0.06,0.02,0,0,0,21,0,21,0,3,0,0.05,0.06,0.3,0.15,0.45,4.65,0.15,0,0,9,0.15,0,1.5,157.5,10.5,7.5,13.5,0.15,0,0.15,0.08,0.15,96,1.5,0.08,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
095e6256-98dc-431f-90f7-2fc92b7bba72,LnjePQTVG,2020-04-28T14:52:24.945Z,2020-04-28T15:03:43.387Z,11 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,6,Late snack or drink,19:00,Supermarket,2,tea,DCTE,Decaf tea,Decaf tea,NDNS_Yr12,8317,91,Tea (excluding added sugar),N/A,FALSE,N/A,N/A,354.88,N/A,0,N/A,354.88,TRUE,N/A,N/A,N/A,51B,353.81,0,22.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,3.55,0,0,0,63.88,0,3.55,3.55,0,0,0,0.04,0,3.55,3.55,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8888fc86-6582-40ff-a8c2-33b32a67bab2,HGqp88LBw,2020-04-29T08:26:47.030Z,2020-04-29T08:42:33.762Z,15 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,1,Breakfast,09:00,Supermarket,1,plum,PLMA,Plums,Plums,NDNS_Yr12,2123,73,Fresh fruit,N/A,FALSE,N/A,N/A,36,N/A,0,N/A,36,TRUE,N/A,N/A,N/A,40R,30.96,0.04,2.25,0.22,0.04,3.46,14.04,60.48,0,0.65,0,3.46,0.47,0,3.46,1.69,0.79,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,106.2,21.24,95.76,0,17.64,0,0.02,0.01,0.18,0.04,0.22,2.16,0.22,0.04,0,1.08,0.04,0,0.72,68.4,3.96,2.52,5.76,0.14,0,0.14,0.04,0,0,0,0.04,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8888fc86-6582-40ff-a8c2-33b32a67bab2,HGqp88LBw,2020-04-29T08:26:47.030Z,2020-04-29T08:42:33.762Z,15 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,1,Breakfast,09:00,Supermarket,2,overnight oats,19INPOPO,"Instant porridge pot, plain (e.g. Oat So Simple original), made up with water","Instant porridge pot, plain (e.g. Oat So Simple original), made up with water",NDNS_Yr12,11126,1,White bread/rolls,N/A,FALSE,N/A,N/A,138,https://api.intake24.org/images/as_served/porridge/m729.jpg,0,N/A,138,TRUE,N/A,N/A,N/A,5R,104.88,1.1,8.68,6.62,3.59,19.32,131.1,550.62,0,1.52,14.49,4.69,1.93,0,4.69,0,0,0.14,4.55,0.14,0,0,0,0,0,0,0,0,0,1.49,1.15,0.03,0.58,0.08,8.28,17.94,8.28,0,8.28,0,19.32,0,0.22,0.48,0.28,1.24,1.52,1.1,0.14,0.14,0.97,9.66,0.55,5.52,51.06,253.92,149.04,34.5,190.44,0.83,0,0.83,0.06,0.97,131.1,22.08,0.81,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8888fc86-6582-40ff-a8c2-33b32a67bab2,HGqp88LBw,2020-04-29T08:26:47.030Z,2020-04-29T08:42:33.762Z,15 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,1,Breakfast,09:00,Supermarket,3,apple,APST,Stewed apple,Stewed apple,NDNS_Yr12,1958,20,Canned/stewed fruit,N/A,FALSE,N/A,N/A,51.3,https://api.intake24.org/images/as_served/apple_stewed/93ade585-441d-4b2e-afe8-fcabf7878265.jpg,0,N/A,51.3,TRUE,N/A,N/A,N/A,40A,44.78,0,3.21,0.1,0.15,4.98,20.52,86.7,0,0.67,0,4.98,0.87,0,4.98,1.08,3.03,0,0,0.87,0,0,0,0,0,0,0,4.98,0,0.03,0.02,0.02,0.06,0,0,0,0,0,0,0,0,0,0.01,0.02,0.1,0.05,0.15,6.41,0.05,0.05,0,0,0.05,0.51,0.51,44.63,1.54,1.54,3.59,0.05,0,0.05,0.02,0,37.45,2.05,0.01,0,0,46.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8888fc86-6582-40ff-a8c2-33b32a67bab2,HGqp88LBw,2020-04-29T08:26:47.030Z,2020-04-29T08:42:33.762Z,15 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,1,Breakfast,09:00,Supermarket,4,cinnamon,CINA,"Cinnamon, ground","Cinnamon, ground",NDNS_Yr12,2528,117,Herbs and spices,N/A,FALSE,N/A,N/A,3,N/A,0,N/A,3,TRUE,N/A,N/A,N/A,50R,0.29,0.02,0.19,0.12,0.04,1.8,7.56,32.16,0,0,1.73,0.07,0,0,0.07,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.9,5.31,0,5.31,0,1.8,0,0,0,0.04,0.02,0.06,0.12,0,0.01,0,0.18,0.01,0,0.3,12.93,30.06,1.8,1.92,0.25,0,0.25,0.01,0.05,0.45,0.09,0.52,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8888fc86-6582-40ff-a8c2-33b32a67bab2,HGqp88LBw,2020-04-29T08:26:47.030Z,2020-04-29T08:42:33.762Z,15 min,Olive oil,Not on a special diet,Usual,N/A,No,N/A,1,Breakfast,09:00,Supermarket,5,almond milk latte,ALML,Almond milk / hazelnut milk,Almond milk / hazelnut milk,NDNS_Yr12,11229,23,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",N/A,FALSE,N/A,N/A,90.47,N/A,0,N/A,90.47,TRUE,N/A,N/A,N/A,13R,85.94,0.09,5.65,0.45,1.09,0.36,12.67,53.38,0,0.18,0.27,0.09,0.36,0,0.09,0,0,0,0,0.09,0,0,0,0,0.09,0,0,0,0,0.09,0.72,0.01,0.17,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0.09,0,0,0,0,0.9,0,0.9,45.23,14.47,108.56,5.43,9.95,0.09,0,0.09,0.02,0.09,72.37,0,0.03,0,0.09,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
